content,anger,fear,joy,sadness,surprise
Capture! Do not kill!,1,0,0,0,0.0
"Hey, you, uh...",0,0,0,0,0.0
What did I say?,0,0,0,0,0.0
I had to.,1,0,0,0,0.0
Did you not see this...,0,0,0,0,0.0
"What, do you want me to hang myself?",1,0,0,0,0.0
Tie up. I'm taking you back.,0,0,0,0,0.0
Taking me back?,0,0,1,0,1.0
That is the best freaking news I've had all day!,0,0,1,0,0.0
But I am not tying up like some P.O.W.,0,0,0,0,0.0
"Yes, you are.",0,0,0,0,0.0
"Or what, cowboy?",0,0,0,0,0.0
You know what I see?,0,0,1,0,0.0
I see someone that's pretending.,0,0,1,0,0.0
"Come on, man. Let's go.",0,0,1,0,0.0
Jesus.,0,0,1,0,0.0
Did you just trip me?,1,0,0,0,0.0
"What, are you 12?",1,0,0,0,0.0
What the hell is wrong with you?,1,0,0,0,0.0
I've been puttin' my neck on a block for you people all goddamn day!,1,0,0,0,0.0
You don't give a damn about us.,1,0,0,0,0.0
"If you gave a shit, you'd leave.",1,0,0,0,0.0
That's what everyone needs.,0,0,0,0,0.0
I did what I had to do back then.,0,0,0,0,0.0
What did you say?,0,0,0,0,0.0
"No, no, no.",1,0,0,0,0.0
Open that up.,0,0,0,0,0.0
Tell me why the love of my life had to die.,1,0,0,1,0.0
Okay.,0,0,0,0,0.0
One simple fact.,0,0,0,0,0.0
"One truth kept my people going... if you don't protect what belongs to you, then sooner or later, it belongs to someone else.",1,0,0,0,0.0
"That goes for your land, your wallet, your home, your country... everything.",0,0,0,0,0.0
It is your job as a man to protect it.,0,0,0,0,0.0
"That's the story of America, the story of the whole goddamn world.",0,0,0,0,0.0
"And ain't nothing changing it... not you, not me, nobody.",1,0,0,0,0.0
Are you saying that Eric's death was my fault?,1,0,0,0,1.0
Well...,0,0,0,0,0.0
If I failed Eric... then you failed your wife. - Careful. - Yeah.,0,0,1,0,0.0
"She, uh... died hating you.",0,0,0,0,0.0
And you will never see her again.,0,0,0,1,0.0
You wanna say something?,0,0,0,0,0.0
Behind you.,0,0,0,0,0.0
All right. I'll meet you back at the creek.,0,0,0,0,0.0
Copy.,0,0,0,0,0.0
No sign of them anywhere.,0,0,0,0,0.0
"No traces, no tracks, nothing.",1,0,0,1,0.0
You're sure you saw three?,0,0,0,0,1.0
Yeah. I'm sure.,0,0,0,0,0.0
Carol... how long you been taking those pills for?,1,0,0,0,1.0
Since I got back. It's fine.,0,0,0,0,0.0
They're like coffee. We can't stay out here.,0,0,0,0,0.0
All right.,0,0,0,0,0.0
"Find a place with walls, hole up for a little while.",0,0,0,0,0.0
Get some sleep.,0,0,0,0,0.0
It's clear.,0,0,0,0,0.0
Come on.,0,0,0,0,0.0
"You two, get down here. - Gotcha. - Keep watch on the east end. - I'll take first watch. - All right.",0,0,0,0,0.0
"Nah, just thinking 'bout my dad.",1,0,0,0,0.0
He was a trucker.,0,0,0,0,0.0
He used to tell Merle and I all these crazy stories about his trips.,0,0,0,0,0.0
"This one time, he was flying through Kentucky on I-66, and it's pitch-black outside.",0,0,0,0,0.0
"He sees this girl up on the side of the road, looks like she's crying.",0,0,0,0,0.0
"As he gets closer, the girl steps right out into the freeway, right in front of his truck.",0,0,0,0,0.0
"He slams on the brakes, calls the local PD, gets out, and goes lookin' for her.",0,0,0,0,0.0
Only she ain't there.,0,0,0,0,0.0
"He looks under the cab, nothin'.",0,0,0,0,0.0
"Under the tires, nope.",0,0,0,0,0.0
She's not around.,0,0,0,0,1.0
"No dent in the grille, no blood, no nothin'.",0,0,0,0,1.0
How's that possible?,0,0,0,0,1.0
There was no girl.,0,0,0,0,1.0
"See, my dad didn't sleep much, either.",0,0,0,0,0.0
Sometimes he'd stay up 24 hours just to make one of his runs.,0,0,0,0,0.0
"You stay up that long, you start seeing things.",0,0,0,0,0.0
"Daryl, I'm not a meth-snorting truck driver like...",0,0,0,0,0.0
"Not that your dad, uh...",0,0,0,0,0.0
I'm sorry.,0,0,0,0,0.0
"No, you're right.",0,0,0,0,0.0
"Doesn't mean I'm wrong, though.",1,0,0,0,0.0
Shift's up.,0,0,0,0,0.0
Don't take that.,1,0,0,0,0.0
You need to sleep.,1,0,0,0,0.0
I can't.,0,0,0,0,0.0
Why's that?,0,0,0,0,1.0
Bad dreams?,0,0,0,0,1.0
Negan?,0,1,0,0,0.0
Negan?,0,0,0,0,0.0
You all right?,0,1,0,0,0.0
Yeah. How did you...,0,1,0,0,0.0
Your light switched on.,0,0,0,0,0.0
I can't see.,0,1,0,1,0.0
Flowers growing outta the walkers is hogweed. - Hogweed? - Nasty shit.,0,1,0,0,0.0
"Causes rashes, blindness. - Is it permanent? - Sometimes.",0,1,0,0,0.0
You wash your eyes out?,0,0,0,0,0.0
"Yeah. I used, uh...",0,0,0,0,0.0
It's gone.,0,0,0,0,0.0
Parched?,0,0,0,0,1.0
Yeah.,0,0,0,1,0.0
Here.,0,0,0,0,0.0
Here we go.,0,0,0,0,0.0
Here we go.,0,0,0,0,0.0
All right. Right here.,0,0,0,0,0.0
Wait.,0,0,0,0,0.0
Where you going?,0,0,0,0,0.0
I'm gonna keep watch.,0,0,0,0,0.0
We'll leave first thing in the morning.,0,0,0,0,0.0
"I mean, if that's okay with you.",0,0,0,0,0.0
Yeah.,0,0,1,0,0.0
"Yeah, it's okay.",0,0,1,0,0.0
Mom?,0,0,0,0,1.0
Mom.,0,0,0,0,0.0
You all right?,0,1,0,0,0.0
Where'd you go?,0,0,0,0,0.0
What?,0,0,0,0,1.0
You've been gone a half-hour.,1,0,0,0,0.0
Uh... patrol.,0,0,0,0,0.0
Thought I heard something.,0,0,0,0,0.0
I'm fine.,0,0,1,0,0.0
This isn't your dad seeing a ghost. - What? - The story of the girl when your dad was a truck driver.,0,0,0,0,0.0
My dad wasn't a truck driver.,0,0,0,0,0.0
Shift's up.,0,0,0,0,0.0
Come on. Don't take that.,1,0,0,0,0.0
Help!,0,1,0,0,0.0
Daryl! Help!,0,1,0,0,0.0
Carol!,0,1,0,0,0.0
Doc!,0,1,0,0,0.0
What happened?,0,0,0,0,1.0
She fell. She cut her arm real bad.,0,0,0,0,0.0
Easy.,0,0,0,0,0.0
Gonna need you all to leave.,0,0,0,0,0.0
"Okay, you pull the shard, clamp open the wound, and I'll go in.",0,0,0,0,0.0
Say the word.,1,0,0,0,0.0
Good.,0,0,1,0,0.0
You clamp. I'll go in.,0,0,0,0,0.0
I'm fine.,0,0,0,0,0.0
You're not.,0,0,0,0,0.0
It's okay.,0,0,0,0,0.0
Here.,0,0,0,0,0.0
Is she all right?,0,0,0,0,1.0
"She, um...",0,0,0,0,0.0
He got it out.,0,0,0,0,0.0
She's all patched up and out like a light.,0,0,0,0,0.0
Great.,0,0,1,0,0.0
Can you see me?,0,0,0,0,0.0
Yeah.,0,0,0,0,0.0
Good.,0,0,1,0,0.0
Damn. I'm tired.,1,0,0,0,0.0
You should be.,0,0,0,0,0.0
You were mean as a mama wasp out there.,1,0,0,0,0.0
"Yeah? You were, uh...",0,0,0,0,0.0
You were tough as a...,0,0,0,0,0.0
A stewed skunk?,0,0,0,0,1.0
Batshit badger?,0,0,0,0,1.0
Pissed-off penguin?,0,0,0,0,1.0
"All of the above. - Rosita, where's Coco? - Probably sleeping.",0,0,0,0,0.0
"I think you confused my query for ""action"" when I was trying to discern ""locale.""",0,0,0,0,0.0
She's with Barbara. - Is that okay? - It's just... that little nugget can't grow up without her mama.,0,0,0,0,0.0
I went out with you today to protect you - because I care about you. - Protect me?,0,0,0,0,1.0
I taught you how to fight.,0,0,0,0,0.0
"Rosita, I...",0,0,0,0,0.0
"Damn it, Eugene!",1,0,0,0,0.0
You and I are never going to happen.,0,0,0,0,0.0
You are not Coco's father.,1,0,0,0,0.0
We are not together.,0,0,0,0,0.0
I need you to hear that.,1,0,0,0,0.0
I'm sorry that was harsh. I'm...,0,0,0,1,0.0
I'm just... I'm so tired.,0,0,0,1,0.0
I feel... drunk.,0,0,0,0,0.0
"Oh, God.",1,0,0,0,1.0
"Are you familiar with the expression, ""A drunk mind speaks a sober heart?""",0,0,0,0,0.0
No.,0,0,0,0,0.0
"When under the influence, inhibitions are lowered.",0,0,0,0,0.0
Secrets and truths pour out.,0,0,0,0,0.0
Pun intended.,0,0,0,0,0.0
"Sleep deprivation lowers inhibition, enhances impulsivity in a similar manner.",0,0,0,0,0.0
"Thus, when you say, ""It's not gonna happen,"" it's unfiltered truth straight from your ticker.",0,0,0,0,0.0
I've been trying to tell you that.,1,0,0,0,0.0
"And I did not listen. 'Cause I thought that, perhaps someday, there might be something special between you and yours truly.",0,0,0,0,0.0
But there's nothing there. There never was.,0,0,0,1,0.0
You think that our friendship is just nothing?,1,0,0,1,0.0
Is that your unfiltered truth?,0,0,0,0,0.0
"I don't mean to eat sorrow by the spoonful in front of you, but I'm in the midst of experiencing a crushing moment of clarity.",0,0,0,1,0.0
"Our... Our whole friendship is premised on my mistaken belief that, perhaps someday, I could change your mind, that... you would see that I was worthy enough of being re-zoned into love-town.",0,0,0,1,0.0
What kind of friend is that?,0,0,0,0,0.0
I'm sorry.,0,0,0,0,0.0
I'm sorry.,0,0,0,1,0.0
Still awake?,0,0,0,0,0.0
Yeah. You and me both.,0,0,0,0,0.0
How you holding up?,0,0,0,0,1.0
I should be asking you that.,1,0,0,0,0.0
I'm a mother.,0,0,0,0,0.0
Lack of sleep is my baseline reality.,0,0,0,0,0.0
You had that look in the meeting hall...,0,0,0,0,0.0
I'm a father.,0,0,0,0,0.0
I'm just... I'm tired.,0,0,0,1,0.0
Tired.,0,0,0,0,0.0
Yeah.,0,0,0,1,0.0
Okay. - See you later? - Yeah.,0,0,0,0,0.0
We'll be good as new.,0,0,0,0,0.0
Speak for your damn self.,1,0,0,0,0.0
"Okay. Come on, man. - I... Look, I gotta go to sleep. - Oh, no.",0,0,0,0,0.0
That's why I brought it over.,0,0,0,0,0.0
You know I saw combat in Iraq?,0,0,0,0,0.0
"Yeah, I was a field medic.",0,0,0,0,0.0
And you are telling me this now?,0,0,0,0,1.0
"Well, I don't like talking about it unless I have to, so...",1,0,0,1,0.0
Cheers.,0,0,1,0,0.0
"You go in one person, come out different.",0,0,0,0,0.0
I knew this one guy...,0,0,0,0,0.0
"Shit, everyone knew him.",1,0,0,0,1.0
"Broad-shouldered, Adonis-looking cat.",0,0,0,0,0.0
"Like, this was the dude that never broke.",0,0,0,0,0.0
Until he did.,0,0,0,0,0.0
Lost his squad in Fallujah.,0,0,0,1,0.0
Blamed himself.,0,0,0,0,0.0
"Came back with the shakes, the thousand-mile stare, the flashbacks, going in and out of VAs.",0,0,0,0,0.0
"He was a mess... ""He was""? ""Was""? What...",1,0,0,1,0.0
What happened to this guy?,0,0,0,0,0.0
You're having a drink with him.,0,0,0,0,0.0
"Sorry. ""Adonis-looking cat""?",0,0,0,0,0.0
"God of beauty, baby.",0,0,1,0,1.0
I'm just being humble.,0,0,0,0,0.0
We need jam.,0,0,0,0,0.0
There's probably some at the store. Hold on. - There you go. - Thank you.,0,0,0,0,0.0
You sure they're open right now?,0,0,0,0,1.0
Where you going?,0,0,0,0,1.0
How is it?,0,0,0,0,0.0
Hurts.,0,0,0,0,0.0
"Being back here hurts, too.",0,0,0,1,0.0
And that's her fault. You shouldn't have stopped me.,0,0,0,0,0.0
There were seven of us out there.,0,0,0,0,0.0
I had to think of them.,0,0,0,0,0.0
I know.,0,0,0,0,0.0
But I did see them.,0,0,0,0,0.0
Only you did.,0,0,0,0,1.0
Is it safe?,0,0,0,0,0.0
For now.,0,0,0,0,0.0
Pink suits you.,0,0,0,0,0.0
She doesn't believe me.,0,0,0,1,0.0
Do you?,0,0,0,0,0.0
"We got married before you did, and we still don't have children.",0,0,0,1,0.0
Just live with it.,0,0,0,0,0.0
I'll get it.,0,0,1,0,0.0
"Auntie, you're such a good cook.",0,0,1,0,0.0
Then you should eat more. - Definitely. - Zhu Tian.,0,0,1,0,0.0
Let's drink this.,0,0,1,0,0.0
Come. No problem.,0,0,1,0,0.0
Have you decided on a name?,0,0,0,0,0.0
Stop guessing.,1,0,0,0,0.0
Ming. As in to engrave on one's mind.,0,0,0,0,0.0
Good name. - Sounds good. - Not bad?,0,0,1,0,0.0
You'll have an amazing baby.,0,0,1,0,0.0
"You should sit down, Auntie.",0,0,1,0,0.0
I was transferred in 1 994.,0,0,0,0,0.0
"I was in my 20s then, about your age, but more capable than you.",1,0,0,0,0.0
You don't believe me?,0,0,0,0,1.0
"Ask Guiping. Shen Guiping, you don't know him?",0,0,0,0,1.0
"He knows, where is Guiping?",0,0,0,0,0.0
Tell him to come over.,0,0,0,0,0.0
"Guiping and I were on beat every day, 3 hours a day, and finished by 16:30.",0,0,0,0,0.0
We made a big circle from north of Sanlitun.,0,0,0,0,1.0
I wrote and handed in the reports at 17:00.,0,0,0,0,0.0
Guiping has gone to Tianjin.,0,0,0,0,0.0
You're new?,0,0,0,0,1.0
What do you know?,0,0,0,0,0.0
You're picking on me. You look down on me?,1,0,0,0,0.0
Why are you always picking on me?,1,0,0,0,0.0
"Listen, I'd risk my life when I work.",0,0,0,1,0.0
I risk my life...,0,0,0,1,0.0
"When I arrested that fugitive in 1995,",0,0,0,1,0.0
I ran 3 blocks after that bastard.,0,0,0,0,0.0
"In order to get away, that bastard pushed a kid out on the street.",0,1,0,0,0.0
He was almost run over by a car.,0,0,0,1,0.0
I was wounded when I saved the kid's life.,0,0,0,1,0.0
I spent 3 days in the hospital.,0,0,0,1,0.0
"When I got home, my brother... didn't speak to me for 3 months.",0,0,0,0,0.0
He was scared.,0,1,0,0,0.0
He'd have nothing... if I were dead.,0,0,0,1,0.0
You know what? I can't die.,1,0,0,0,0.0
You guys look down on me.,1,0,0,0,0.0
You all look down on me.,1,0,0,0,0.0
"I know, it's just a job.",0,0,1,0,0.0
Because my marriage failed? I didn't care.,1,0,0,0,0.0
My ex ran off with another man. I didn't care.,1,0,0,0,0.0
I slaved on my job... for over 1 0 years.,0,0,0,1,0.0
I was never promoted. I didn't care either.,1,0,0,0,0.0
Know why I'm still alive?,0,0,0,0,0.0
"My wife is having a baby, my baby.",0,0,1,0,0.0
"I can't give her a better life,",0,0,0,1,0.0
"In order to let my baby... grow up healthily,",0,0,1,0,0.0
I must come back to work. I need to work.,0,1,0,0,0.0
"I want to come back and be a good cop,",0,0,1,0,0.0
OK?,0,0,0,0,1.0
Are you all right?,0,0,0,0,1.0
I'm fine. Zhu Tian brought me along.,0,0,0,0,0.0
He said you need a physical before you come back to work.,0,0,0,0,0.0
"Yes, Zhu Tian went for a physical.",0,0,0,0,0.0
That's the regulation.,0,0,0,0,0.0
"Right, let's go.",0,0,0,0,0.0
The police is responsible for the public.,0,0,0,0,0.0
"You must stay healthy, right?",0,0,1,0,0.0
Your wife is absolutely right.,0,0,0,0,1.0
Are you scared to go?,0,0,0,0,1.0
No...I don't know.,0,0,0,0,1.0
"You don't know? Let's go now, you can come back to work tomorrow.",0,0,0,0,1.0
I'll go with you.,0,0,1,0,0.0
Let me carry that.,0,0,1,0,0.0
Slow down. Why did you run? - I'm sorry. - Dong. - I'm sorry. - Dong.,0,0,0,1,0.0
You're up early.,0,0,0,0,1.0
I'm disturbing you?,0,1,0,0,0.0
I was chatting with my father.,0,0,0,0,0.0
He makes musical instruments. He's reticent.,0,0,0,0,0.0
I talk to him through music.,0,0,0,0,0.0
We were just chatting.,0,0,0,0,0.0
What did you talk about?,1,0,0,0,0.0
I sang him a song.,0,0,1,0,0.0
Now I remember the lyrics I used to forget.,0,0,0,0,0.0
I'll sing it to you.,0,0,0,0,0.0
He's coming.,0,0,0,0,0.0
Fang Ming is on his way.,0,0,0,0,0.0
The baby's head didn't turn.,0,0,0,1,0.0
Should we save the mother or the baby?,0,0,0,1,0.0
"The mother. Save my wife, thanks.",0,0,1,0,0.0
Don't cry.,0,0,0,1,0.0
"Wipe it, slowly.",1,0,0,0,0.0
"Are you hungry, baby?",0,0,0,0,0.0
Let's check if we need to change the diaper.,0,0,0,0,0.0
The baby is hungry.,0,0,0,1,0.0
Wait. How much did you put in? 3 spoonfuls.,0,0,0,0,1.0
You think I screwed up?,1,0,0,0,0.0
Do it yourself.,0,0,0,0,0.0
What are you doing?,0,0,0,0,1.0
What happened? Where's your brother?,0,1,0,0,0.0
We have a tough road ahead.,0,0,0,1,0.0
I can't go on without you.,0,0,0,1,0.0
"Without you, I can't smile.",0,0,0,1,0.0
The baby needs to know how amazing you are.,0,0,0,0,0.0
I still have a burden even without you.,0,1,0,0,0.0
I can't go on without you.,0,0,0,1,0.0
Remember you promised me you'd come to me whenever I called your name?,0,0,0,0,0.0
You said you're a lifesaver.,0,0,0,0,1.0
Here's a damsel in distress.,0,0,0,0,0.0
Thanks.,0,0,0,0,0.0
You haven't rested for 3 nights.,0,1,0,0,0.0
Are you OK?,0,1,0,0,0.0
You're running a fever. Let's go see the doc.,0,0,0,1,0.0
I'm all right.,0,0,1,0,0.0
I'll be right back.,0,0,0,0,0.0
"Mr Fang, your wife is sick. I'm taking her to see the doctor.",0,0,0,1,0.0
I'll be back.,0,0,0,0,0.0
What's your name? I remember you.,0,0,1,0,0.0
Relax. I won't take advantage of you.,1,0,0,0,0.0
You can pay me back later.,0,0,0,0,0.0
"It's all right, Miss Li.",0,0,0,0,0.0
"Whenever you need me, I'll be there.",0,0,0,0,0.0
What are you going to cook?,0,0,0,0,0.0
I'm hungry. Can you serve me lunch first?,0,1,0,0,0.0
You've been waiting for me?,0,0,0,0,1.0
I knew you'd be here.,0,0,0,0,0.0
You sent me an angel.,0,0,1,0,0.0
I'm sorry to make you worry.,0,0,0,1,0.0
You tied me over.,1,0,0,0,0.0
Don't cry.,0,0,0,0,0.0
The baby's name is Fang Ming. As in engraving on one's mind.,0,0,0,0,0.0
Tell her this name is for Mom. ,0,0,0,0,0.0
"Ruby, have a drink with me.",0,0,1,0,0.0
Spare my assistant. I'll drink with you.,0,0,1,0,0.0
What about the apartment?,0,0,0,0,0.0
I'll buy it. No problem.,0,0,0,0,0.0
"Nobody, nobody but you.",1,0,0,0,0.0
"Andrew, where are you?",0,0,0,0,0.0
Why didn't you tell me you're not coming?,0,0,0,0,1.0
Now I have to do this all alone.,0,0,0,0,0.0
They brought devilish alcohol because of you.,0,0,0,0,1.0
My stomach is about to bleed.,0,1,0,0,0.0
Is this a set up?,0,0,0,0,0.0
What are you babbling about?,0,0,0,0,1.0
Even the shoes suck when you're out of luck,0,0,0,1,0.0
Tonight someone has to strip.,0,0,1,0,0.0
"Today, we're all gathered here, because the handsome and charming Zhu Tian from our precinct will kiss his bachelor days goodbye.",0,0,1,0,0.0
He found himself a wife.,0,0,0,0,0.0
"Dong, you're too fussy. Just cut the spiel.",0,0,0,1,0.0
I want to sing this song.,0,0,0,0,0.0
"Dong, get with the times. This song is out.",0,0,0,0,0.0
This is the wrong key.,0,0,0,0,0.0
This version is different.,0,0,0,0,0.0
You two go ahead. I can't sing this song.,0,0,0,0,0.0
"Good, I'm sober.",0,0,0,0,0.0
You didn't have to do this.,0,0,0,0,0.0
What did you say?,0,0,0,0,0.0
You think women can only climb onto a bed?,0,0,0,0,1.0
Not me. I'll make a name for myself.,0,0,0,0,0.0
Keep an eye on that moron.,1,0,0,0,0.0
Why is there a seedling here?,0,0,0,0,1.0
"Are you drunk, Miss?",0,0,0,0,1.0
You're a little lamb in a men's world.,0,0,1,0,0.0
What room are you in? I'll take you back.,0,0,0,0,0.0
Take me back. Why am I left here?,0,0,0,0,0.0
What's this doing in my hand?,0,0,0,0,0.0
Don't get any ideas.,1,0,0,0,0.0
"A cop? Great, you better take me back.",0,0,0,0,0.0
What room are you in?,0,0,0,0,0.0
"I don't know, they ditched me.",0,0,0,1,0.0
"Take me home, officer.",0,0,0,0,0.0
You smell good.,0,0,1,0,0.0
What room are you in?,0,0,0,0,0.0
Where have you been?,0,0,0,0,0.0
Mr Ko. No. I just order some snacks for you guys seems you are so hungry.,0,0,0,0,0.0
"I am not hungry, just thirsty.",0,0,0,0,0.0
"Let's play a game. If I win, you must buy a flat from me.",0,0,0,0,0.0
No problem. I'll buy.,0,0,1,0,0.0
Let's play a game.,0,0,1,0,0.0
Let's go back inside. - Come on. - OK.,0,0,1,0,0.0
Look at all those holes on your vest.,0,0,0,0,0.0
"Inside and out, they're the living proof of your bachelorhood.",0,0,0,0,0.0
